"Название статьи"	"Дата публикации"	"Автор статьи"	"Рубрика"	"Путь к файлу"
"АЛЕКСАНДР БОГОМАЗ: «РАСТОЧИТЕЛЬСТВО, ВЗЯТКИ, ВОРОВСТВО — НЕЗАМЕЧЕННЫМИ НЕ ОСТАНУТСЯ»"	"Февраль 19th, 2015 12:42 ПП"	"Наталья ТИМАКОВА."	"Народ и власть"	"2015/February/3098.txt"
"ДОШЁЛ ДО БЕРЛИНА"	"Февраль 19th, 2015 12:41 ПП"	"-"	"«Творцы Победы»"	"2015/February/3099.txt"
"ПЕРВЫЙ ПАТРИОТИЧЕСКИЙ ТУР В ГЕРОИЧЕСКИЙ КРЫМ"	"Февраль 19th, 2015 12:40 ПП"	"-"	"К 70-летию Великой Победы"	"2015/February/3100.txt"
"МАРИЯ — СРЕДИ ПОБЕДИТЕЛЕЙ"	"Февраль 19th, 2015 12:40 ПП"	"-"	"К 70-летию Великой Победы"	"2015/February/3101.txt"
"«ВСЕ СИЛЫ ОТДАЮ ЛЮБИМОЙ РАБОТЕ»"	"Февраль 19th, 2015 12:39 ПП"	"  Александра  Жукова."	"Наши земляки"	"2015/February/3102.txt"
"«МУЖАЛИ МАЛЬЧИШКИ В БОЮ»"	"Февраль 19th, 2015 12:38 ПП"	"-"	"К 70-летию Великой Победы"	"2015/February/3103.txt"
"15 ФЕВРАЛЯ — ГОДОВЩИНА ВЫВОДА СОВЕТСКИХ ВОЙСК ИЗ АФГАНИСТАНА"	"Февраль 19th, 2015 12:37 ПП"	"     С уважением,      Б.В. Громов,"	"Разное"	"2015/February/3104.txt"
"ЧЕМПИОНЫ – ОТРАДНЕНЦЫ"	"Февраль 19th, 2015 12:37 ПП"	"Артем СЕРГЕЕВ."	"Спорт"	"2015/February/3105.txt"
"ПО НОВЫМ СТАНДАРТАМ"	"Февраль 19th, 2015 12:36 ПП"	"Александр Лемзяков,"	"Службы информируют"	"2015/February/3106.txt"
"ПАТРИОТИЧЕСКОЕ ВОСПИТАНИЕ В ШКОЛЕ"	"Февраль 19th, 2015 12:36 ПП"	"-"	"К 70-летию Великой Победы"	"2015/February/3107.txt"
"КОРОЛЕВА МАТЕМАТИКИ"	"Февраль 19th, 2015 12:26 ПП"	"«Исключительное счастье человека – быть при своём постоянном любимом деле»"	"Наши земляки"	"2015/February/3108.txt"
"ЖИЗНЕРАДОСТНАЯ, БЕСКОРЫСТНАЯ, ОБАЯТЕЛЬНАЯ"	"Февраль 19th, 2015 12:24 ПП"	"-"	"Письмо в газету"	"2015/February/3109.txt"
"НАША МОЛОДАЯ БАБУШКА"	"Февраль 19th, 2015 12:24 ПП"	"Юлия и Наталья Лобковы,"	"Письмо в газету"	"2015/February/3110.txt"
"ДЕНЬ ОТКРЫТЫХ ДВЕРЕЙ"	"Февраль 19th, 2015 12:23 ПП"	"-"	"Информация"	"2015/February/3111.txt"
"ПОКЛОНИТЕСЬ ВЕТЕРАНАМ…"	"Февраль 19th, 2015 12:22 ПП"	"-"	"«Творцы Победы»"	"2015/February/3112.txt"
"ВРАЧ БРИГАДЫ ИМЕНИ ЩОРСА"	"Февраль 19th, 2015 12:21 ПП"	"-"	"«Творцы Победы»"	"2015/February/3113.txt"
"УЧИТЬ ДОБРУ И МИЛОСЕРДИЮ"	"Февраль 19th, 2015 12:34 ПП"	"Ирина ЛИТВИНОВА."	"Это интересно"	"2015/February/3114.txt"
"ВСТРЕЧА В МУЗЕЕ"	"Февраль 19th, 2015 12:33 ПП"	"Виктория БУРОВА."	"Спорт"	"2015/February/3115.txt"
"ФОРМИРУЯ СПОСОБНОСТЬ К САМОРАЗВИТИЮ"	"Февраль 19th, 2015 12:32 ПП"	"Светлана ЧЕРНОВА."	"Разное"	"2015/February/3116.txt"
"УЧИТЬ ИНОСТРАННЫЕ ЯЗЫКИ — ЭТО ЗДОРОВО!"	"Февраль 19th, 2015 12:32 ПП"	"Наталия КАМЧАТОВА."	"Это интересно"	"2015/February/3117.txt"
"У БРЯНСКИХ ЛЕТЧИКОВ УВЕЛИЧИЛСЯ РАЗМЕР ДОПЛАТЫ К ПЕНСИИ"	"Февраль 19th, 2015 12:31 ПП"	"По информации ПФР"	"Службы информируют"	"2015/February/3118.txt"
"ОБ ОТВЕТСТВЕННОСТИ ЗА СОВЕРШЕНИЕ ПРОТИВОПРАВНЫХ ДЕЙСТВИЙ"	"Февраль 19th, 2015 12:30 ПП"	" Начальник ПДН"	"Службы информируют"	"2015/February/3119.txt"
"«ЛИЧНЫЙ КАБИНЕТ» НА ПОРТАЛЕ «ГОСУСЛУГИ»"	"Февраль 19th, 2015 12:30 ПП"	"Артем АЗАРОВ."	"Информация"	"2015/February/3120.txt"
"ПРИГЛАШЕНИЕ НА МЕРОПРИЯТИЕ В СОЧИ"	"Февраль 19th, 2015 12:29 ПП"	"С.М. Кузнецова,"	"Службы информируют"	"2015/February/3121.txt"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"Февраль 13th, 2015 04:09 ПП"	"-"	"Народ и власть"	"2015/February/3122.txt"
"ЖИЗНЬ, СТАВШАЯ ЛЕГЕНДОЙ"	"Февраль 12th, 2015 12:11 ПП"	"-"	"«Творцы Победы»"	"2015/February/3123.txt"
"     ВЕТВРАЧ СТРЕЛКОВОГО ПОЛКА"	"Февраль 12th, 2015 12:00 ПП"	"-"	"«Творцы Победы»"	"2015/February/3124.txt"
"БЛАГОЕ ДЕЛО"	"Октябрь 30th, 2013 09:34 ДП"	"-"	"Район: день за днем"	"2013/October/3125.txt"
"ДОБИВАЮТСЯ НЕПЛОХИХ РЕЗУЛЬТАТОВ"	"Октябрь 30th, 2013 09:33 ДП"	"-"	"Разное"	"2013/October/3126.txt"
"ПРЕДСТОИТ КРОПОТЛИВАЯ И ОЧЕНЬ ОТВЕТСТВЕННАЯ РАБОТА"	"Октябрь 30th, 2013 09:27 ДП"	"-"	"Район: день за днем"	"2013/October/3127.txt"
"В ЧЕСТЬ БУДУЩЕЙ ОЛИМПИАДЫ"	"Октябрь 30th, 2013 09:26 ДП"	"-"	"Разное"	"2013/October/3128.txt"
"«ТАРАТОРКИ» ПОКОРИЛИ «МИР» НА ЦВЕТНОМ БУЛЬВАРЕ"	"Октябрь 30th, 2013 09:25 ДП"	"-"	"Это интересно"	"2013/October/3129.txt"
"СПЕШИТЕ ДЕЛАТЬ ДОБРО!"	"Октябрь 30th, 2013 09:24 ДП"	"-"	"Письмо в газету"	"2013/October/3130.txt"
"ОКАЖИ ПОМОЩЬ ЖИТЕЛЯМ ДАЛЬНЕГО ВОСТОКА!"	"Октябрь 30th, 2013 09:23 ДП"	"-"	"Информация"	"2013/October/3131.txt"
"СОЗДАТЬ ЦЕНТРЫ ОБЩЕСТВЕННОГО КОНТРОЛЯ"	"Октябрь 30th, 2013 09:22 ДП"	"-"	"Народ и власть"	"2013/October/3132.txt"
"БУДЬТЕ ОСТОРОЖНЫ С ОГНЕМ"	"Октябрь 30th, 2013 09:21 ДП"	"-"	"Службы информируют"	"2013/October/3133.txt"
"ФОРМИРУЕТСЯ ОБЩЕСТВЕННЫЙ СОВЕТ"	"Октябрь 30th, 2013 09:20 ДП"	"-"	"Народ и власть"	"2013/October/3134.txt"
"ЧЕСТВОВАНИЕ БРАТЬЕВ ТКАЧЁВЫХ"	"Октябрь 2nd, 2015 09:41 ДП"	"-"	"Наши земляки"	"2015/October/3135.txt"
"МУДРОСТЬ РЯДОМ С МОЛОДОСТЬЮ"	"Октябрь 2nd, 2015 09:39 ДП"	"-"	"В администрации района"	"2015/October/3136.txt"
"«ГОРЯЧАЯ ЛИНИЯ»"	"Октябрь 2nd, 2015 09:37 ДП"	"-"	"Информация"	"2015/October/3137.txt"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"Октябрь 2nd, 2015 09:37 ДП"	"-"	"Народ и власть"	"2015/October/3138.txt"
"ВЕТЕРАНЫ ЖИВУТ ПРОБЛЕМАМИ ОБЩЕСТВА"	"Октябрь 2nd, 2015 09:36 ДП"	"-"	"В администрации района"	"2015/October/3139.txt"
"НАШ КОРАБЛЬ ЗНАНИЙ"	"Октябрь 2nd, 2015 09:36 ДП"	"-"	"Профессиональный праздник"	"2015/October/3140.txt"
"ВСЁ НАЧИНАЕТСЯ СО ШКОЛЫ, А ШКОЛА — С УЧИТЕЛЯ!"	"Октябрь 2nd, 2015 09:36 ДП"	"-"	"Профессиональный праздник"	"2015/October/3141.txt"
"ШКОЛА — НАШ ДОМ, А ТЫ — ЕЕ ХОЗЯИН"	"Октябрь 2nd, 2015 09:33 ДП"	"-"	"Профессиональный праздник"	"2015/October/3142.txt"
"ЗА ЗДОРОВЫЙ ОБРАЗ ЖИЗНИ"	"Октябрь 2nd, 2015 09:31 ДП"	"-"	"Спорт"	"2015/October/3143.txt"
"«ИНФОРМАЦИОННЫЙ ДЕТСКИЙ САД»"	"Октябрь 2nd, 2015 09:30 ДП"	"-"	"Это интересно"	"2015/October/3144.txt"
"ВЕСНУ С МАСЛЕНИЦЕЙ ВЫРУЧАЛИ"	"Февраль 27th, 2015 11:56 ДП"	"О. ПУЗИКОВА."	"Район: день за днем"	"2015/February/3145.txt"
"ПРИХОД ВЕСНЫ — РАДОСТНОЕ СОБЫТИЕ"	"Февраль 27th, 2015 11:55 ДП"	"В.И. АФОНИНА."	"Район: день за днем"	"2015/February/3146.txt"
"КОНКУРСЫ, ЗАГАДКИ, ШАШЛЫКИ, БЛИНЫ…"	"Февраль 27th, 2015 11:54 ДП"	"Елена БАГАЕВА."	"Район: день за днем"	"2015/February/3147.txt"
"ПРАЗДНИК В СТЕКЛЯННОЙ РАДИЦЕ"	"Февраль 27th, 2015 11:54 ДП"	"Светлана Петрова."	"Район: день за днем"	"2015/February/3148.txt"
"«ДО ПАСХИ ПОТОМ ПОСТИТЬСЯ — НАДО БЫ УГОСТИТЬСЯ!»"	"Февраль 27th, 2015 11:51 ДП"	"И.А. Плахов."	"Район: день за днем"	"2015/February/3149.txt"
"ЗИМНИЕ СЕЛЬСКИЕ СПОРТИВНЫЕ ИГРЫ: «ЗОЛОТО» — У БРЯНСКОГО РАЙОНА"	"Февраль 20th, 2015 03:29 ПП"	"-"	"К 70-летию Великой Победы"	"2015/February/3150.txt"
"ВСЕРОССИЙСКАЯ АКЦИЯ"	"Февраль 20th, 2015 03:29 ПП"	"-"	"К 70-летию Великой Победы"	"2015/February/3151.txt"
"ИМЕНА ПОБЕДЫ"	"Февраль 20th, 2015 03:27 ПП"	"-"	"К 70-летию Великой Победы"	"2015/February/3152.txt"
"РЯДОВОЙ ВОЙНЫ"	"Февраль 20th, 2015 03:27 ПП"	"-"	"«Творцы Победы»"	"2015/February/3153.txt"
"«ЗИМНИЕ ГРЁЗЫ — 2015»"	"Февраль 20th, 2015 03:26 ПП"	"Вероника БОГАТЫРЕВА."	"Разное"	"2015/February/3154.txt"
"  АЛЕКСАНДР БОГОМАЗ: «У МЕНЯ НЕТ И НЕ БУДЕТ ЛЮБИМЧИКОВ!»"	"Февраль 20th, 2015 03:25 ПП"	"-"	"Народ и власть"	"2015/February/3155.txt"
"ОДИН ИЗ ЛУЧШИХ"	"Февраль 20th, 2015 03:25 ПП"	"-"	"Наши земляки"	"2015/February/3156.txt"
"ПРИГОРОДНЫЕ ПОЕЗДА ВОЗВРАЩАЮТСЯ"	"Февраль 20th, 2015 03:23 ПП"	"Александр КАЗАКОВ."	"Спрашивали – отвечаем"	"2015/February/3157.txt"
"МЫ РАДЫ ВСТРЕЧЕ С ВАМИ!"	"Июнь 7th, 2012 01:08 ПП"	"-"	"Разное"	"2012/June/3158.txt"
"УМЕЛЬЦЫ БРЯНСКОГО РАЙОНА"	"Июнь 7th, 2012 01:04 ПП"	"-"	"Разное"	"2012/June/3159.txt"
"К СВЕДЕНИЮ ШКОЛЬНИКОВ И ИХ РОДИТЕЛЕЙ     "	"Июнь 7th, 2012 01:01 ПП"	"-"	"Службы информируют"	"2012/June/3160.txt"
"ЯРМАРКА В МИЧУРИНСКОМ"	"Июнь 7th, 2012 01:00 ПП"	"-"	"Службы информируют"	"2012/June/3161.txt"
"ЭКСПЕРТЫ ПОСТАВИЛИ ВЫСОКУЮ ОЦЕНКУ АЛЕКСАНДРУ БОГОМАЗУ"	"Февраль 6th, 2015 11:40 ДП"	"-"	"Народ и власть"	"2015/February/3162.txt"
"О ПОСОБИЯХ ЗАРЕГИСТРИРОВАННЫМ МНОГОДЕТНЫМ СЕМЬЯМ"	"Февраль 13th, 2015 04:10 ПП"	"Виолетта БУРНАЙКИНА."	"Службы информируют"	"2015/February/3163.txt"
"РАДИ БУДУЩЕГО НА ЗЕМЛЕ"	"Октябрь 23rd, 2013 02:13 ПП"	"-"	"Наши земляки"	"2013/October/3164.txt"
"ДЛЯ ОТДЫХА И ОЗДОРОВЛЕНИЯ"	"Октябрь 23rd, 2013 02:11 ПП"	"-"	"Район: день за днем"	"2013/October/3165.txt"
"ДИРЕКТОР ШКОЛЫ ИЛИ ШКОЛЕ — ДИРЕКТОР…"	"Октябрь 23rd, 2013 02:08 ПП"	"-"	"Наши земляки"	"2013/October/3166.txt"
"ПУСТЬ В СЕРДЦЕ СВЕТИТ СОЛНЦЕ"	"Октябрь 23rd, 2013 02:06 ПП"	"-"	"Письмо в газету"	"2013/October/3167.txt"
"АЛЕКСАНДР ПРОХАНОВ О БРЯНЩИНЕ"	"Октябрь 23rd, 2013 02:04 ПП"	"-"	"Судьбы людские"	"2013/October/3168.txt"
"СПАСИБО ЗА ПОМОЩЬ"	"Октябрь 23rd, 2013 01:58 ПП"	"-"	"Службы информируют"	"2013/October/3169.txt"
"СЛАВЬСЯ, СТРАНА! МЫ ГОРДИМСЯ ТОБОЙ!"	"Октябрь 23rd, 2013 01:57 ПП"	"-"	"Спорт"	"2013/October/3170.txt"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"Октябрь 23rd, 2013 01:56 ПП"	"-"	"Народ и власть"	"2013/October/3171.txt"
"ИНФОРМКУРЬЕР"	"Октябрь 23rd, 2013 01:55 ПП"	"-"	"Информация"	"2013/October/3172.txt"
"МЫ ГОРДИМСЯ!"	"Октябрь 22nd, 2013 10:21 ДП"	"-"	"Это интересно"	"2013/October/3173.txt"
"СПАСИБО НЕРАВНОДУШНЫМ ЛЮДЯМ"	"Октябрь 2nd, 2013 04:22 ПП"	"-"	"Район: день за днем"	"2013/October/3174.txt"
"ПОБЫВАЛИ НА ПАРТИЗАНСКОЙ ПОЛЯНЕ"	"Октябрь 2nd, 2013 03:53 ПП"	"-"	"Письмо в газету"	"2013/October/3175.txt"
"БЛАГОДАРНОСТЬ ОТ ВЕТЕРАНОВ с. Супонево"	"Октябрь 2nd, 2013 03:49 ПП"	"-"	"Разное"	"2013/October/3176.txt"
"ПО ИТОГАМ СВЕНСКОЙ ЯРМАРКИ"	"Октябрь 2nd, 2013 03:46 ПП"	"-"	"В администрации района"	"2013/October/3177.txt"
"ЗА ЗДОРОВЫЙ ОБРАЗ ЖИЗНИ"	"Октябрь 3rd, 2013 03:42 ПП"	"-"	"Спорт"	"2013/October/3178.txt"
"С ПОЖЕЛАНИЯМИ КРЕПКОГО ЗДОРОВЬЯ"	"Октябрь 11th, 2013 03:38 ПП"	"-"	"Наши земляки"	"2013/October/3179.txt"
"ИЗ БРЯНСКА — В МОРСКУЮ ПЕХОТУ"	"Октябрь 11th, 2013 03:36 ПП"	"-"	"Район: день за днем"	"2013/October/3180.txt"
"«АХ, КАК ГОДЫ ЛЕТЯТ…»"	"Октябрь 11th, 2013 03:29 ПП"	"-"	"Это интересно"	"2013/October/3181.txt"
"НЕ ТОЛЬКО ОБ ИТОГАХ И ПЕРСПЕКТИВАХ, НО И О ЖИЗНИ"	"Октябрь 11th, 2013 03:15 ПП"	"-"	"Народ и власть"	"2013/October/3182.txt"
"НУЖНА ЧЕТКАЯ И ЧЕСТНАЯ РАБОТА"	"Октябрь 11th, 2013 03:14 ПП"	"-"	"Народ и власть"	"2013/October/3183.txt"
"СПАСИБО ЗА АСФАЛЬТИРОВАННУЮ ДОРОГУ"	"Октябрь 11th, 2013 03:13 ПП"	"-"	"Письмо в газету"	"2013/October/3184.txt"
"ЗАКАЗАТЬ ДОКУМЕНТЫ — ПО ТЕЛЕФОНУ"	"Октябрь 11th, 2013 03:12 ПП"	"-"	"Службы информируют"	"2013/October/3185.txt"
"РЕЙТИНГИ ГУБЕРНАТОРОВ  ДОЛЖНЫ БЫТЬ БОЛЕЕ ПРОФЕССИОНАЛЬНЫМИ, СЧИТАЮТ В КРЕМЛЕ "	"Октябрь 11th, 2013 03:12 ПП"	"-"	"Народ и власть"	"2013/October/3186.txt"
"ВЫПЛАТА ПЕНСИЙ         "	"Октябрь 11th, 2013 03:11 ПП"	"-"	"Службы информируют"	"2013/October/3187.txt"
"В БРЯНСКОЙ ОБЛАСТИ ОПРЕДЕЛЕНЫ ФАКЕЛОНОСЦЫ  ЭСТАФЕТЫ ОЛИМПИЙСКОГО ОГНЯ"	"Октябрь 11th, 2013 03:11 ПП"	"-"	"Наши земляки"	"2013/October/3188.txt"
"ПРЕВРАЩАТЬ ДЕНЬГИ В ДЕТСКИЕ САДЫ!"	"Октябрь 23rd, 2013 02:22 ПП"	"-"	"Район: день за днем"	"2013/October/3189.txt"
"ОБ УЧАСТИИ В ПРОГРАММЕ ГОСУДАРСТВЕННОГО СОФИНАНСИРОВАНИЯ ПЕНСИИ"	"Октябрь 11th, 2013 03:10 ПП"	"-"	"Службы информируют"	"2013/October/3190.txt"
"«ЧЕЛОВЕК – ПРИОРИТЕТ   ГОСУДАРСТВА»"	"Ноябрь 15th, 2013 10:12 ДП"	"-"	"Район: день за днем"	"2013/November/3191.txt"
"В Правительстве области"	"Ноябрь 15th, 2013 10:09 ДП"	"-"	"Народ и власть"	"2013/November/3192.txt"
"ПРАЗДНИК ДЛЯ ВЕТЕРАНОВ"	"Ноябрь 15th, 2013 10:08 ДП"	"-"	"Письмо в газету"	"2013/November/3193.txt"
"С 55-ЛЕТНИМ ЮБИЛЕЕМ ШКОЛЫ"	"Ноябрь 15th, 2013 10:07 ДП"	"-"	"Разное"	"2013/November/3194.txt"
"«ТЫ И ЗАКОН»"	"Ноябрь 15th, 2013 10:06 ДП"	"-"	"В администрации района"	"2013/November/3195.txt"
"БРЯНСКИЕ ДОБРОВОЛЬЦЫ ГОТОВЫ К ВЫПОЛНЕНИЮ ЗАДАЧ"	"Ноябрь 15th, 2013 10:03 ДП"	"-"	"Район: день за днем"	"2013/November/3196.txt"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"Ноябрь 15th, 2013 10:02 ДП"	"-"	"Информация"	"2013/November/3197.txt"
"О МИГРАЦИОННОЙ КАРТЕ"	"Ноябрь 15th, 2013 09:57 ДП"	"-"	"Службы информируют"	"2013/November/3198.txt"
"ПОМОЩЬ ПРИШЛА ВОВРЕМЯ!"	"Ноябрь 15th, 2013 09:52 ДП"	"-"	"Разное"	"2013/November/3199.txt"
"«КАК ПРЕКРАСЕН ЭТОТ МИР»"	"Ноябрь 15th, 2013 09:48 ДП"	"-"	"Разное"	"2013/November/3200.txt"
"НЕ ДОПУСТИТЬ ВОЗНИКНОВЕНИЯ АЧС"	"Февраль 19th, 2015 12:28 ПП"	"Ирина ТИМАКОВА."	"Службы информируют"	"2015/February/3201.txt"
"ГАЛЕРЕЯ ПАМЯТИ «ВОЙНА В ЛИЦАХ»"	"Февраль 19th, 2015 12:27 ПП"	"-"	"К 70-летию Великой Победы"	"2015/February/3202.txt"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"Октябрь 30th, 2013 09:20 ДП"	"-"	"Народ и власть"	"2013/October/3203.txt"
"ИНФОРМКУРЬЕР"	"Октябрь 30th, 2013 09:19 ДП"	"-"	"Информация"	"2013/October/3204.txt"
"НАМ ГОДА НЕ БЕДА"	"Октябрь 25th, 2013 03:11 ПП"	"-"	"Письмо в газету"	"2013/October/3205.txt"
"УВЕКОВЕЧЕНА ПАМЯТЬ НАРОДНЫХ МСТИТЕЛЕЙ"	"Октябрь 25th, 2013 02:41 ПП"	"-"	"Район: день за днем"	"2013/October/3206.txt"
"К СЛУЖБЕ В АРМИИ ГОТОВЫ"	"Октябрь 25th, 2013 02:40 ПП"	"-"	"Наши земляки"	"2013/October/3207.txt"
"ЧЕМПИОН — ВНОВЬ ТАМОЖНЯ!"	"Октябрь 25th, 2013 02:39 ПП"	"-"	"Информация"	"2013/October/3208.txt"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"Октябрь 25th, 2013 02:29 ПП"	"-"	"Народ и власть"	"2013/October/3209.txt"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"Октябрь 25th, 2013 02:28 ПП"	"-"	"Народ и власть"	"2013/October/3210.txt"
"СОЦИАЛЬНЫЙ КОНТРАКТ: ГОСУДАРСТВО ПОМОГАЕТ МАЛОИМУЩИМ"	"Октябрь 25th, 2013 02:27 ПП"	"-"	"Информация"	"2013/October/3211.txt"
"ОСЕНЬ ЖИЗНИ"	"Октябрь 2nd, 2013 04:23 ПП"	"-"	"Разное"	"2013/October/3212.txt"
"В ПОЛКУ СТИПЕНДИАТОВ ПРИБЫЛО"	"Октябрь 22nd, 2013 10:20 ДП"	"-"	"В администрации района"	"2013/October/3213.txt"
"НИКОЛАЙ ДЕНИН О РАЗГОВОРЕ С ДМИТРИЕМ МЕДВЕДЕВЫМ НА ВЫСТАВКЕ «ЗОЛОТАЯ ОСЕНЬ-2013»"	"Октябрь 22nd, 2013 10:15 ДП"	"-"	"Народ и власть"	"2013/October/3214.txt"
